Date	Price	Open	High	Low	Change %
20-Jun-12	8.388	8.388	8.388	8.388	-0.06
19-Jun-12	8.393	8.393	8.393	8.393	-0.44
18-Jun-12	8.43	8.43	8.43	8.43	1.1
16-Jun-12	8.338	8.338	8.338	8.338	0
15-Jun-12	8.338	8.338	8.338	8.338	0.06
14-Jun-12	8.333	8.333	8.333	8.333	0.49
13-Jun-12	8.292	8.292	8.292	8.292	-0.06
12-Jun-12	8.297	8.297	8.297	8.297	-0.44
11-Jun-12	8.334	8.334	8.334	8.334	-0.31
9-Jun-12	8.36	8.36	8.36	8.36	0
8-Jun-12	8.36	8.36	8.36	8.36	0.16
7-Jun-12	8.347	8.347	8.347	8.347	-0.29
6-Jun-12	8.371	8.371	8.371	8.371	0.4
5-Jun-12	8.338	8.338	8.338	8.338	-0.07
4-Jun-12	8.344	8.344	8.344	8.344	-0.31
2-Jun-12	8.37	8.37	8.37	8.37	0
1-Jun-12	8.37	8.37	8.37	8.37	-0.08
31-May-12	8.377	8.377	8.377	8.377	-1.72
30-May-12	8.524	8.524	8.524	8.524	0.07
29-May-12	8.518	8.518	8.518	8.518	0.05
28-May-12	8.514	8.514	8.514	8.514	0
26-May-12	8.514	8.514	8.514	8.514	0
25-May-12	8.514	8.514	8.514	8.514	0.18
24-May-12	8.499	8.499	8.499	8.499	-0.18
23-May-12	8.514	8.514	8.514	8.514	-0.12
22-May-12	8.524	8.524	8.524	8.524	-0.25
21-May-12	8.545	8.545	8.545	8.545	0.23
19-May-12	8.525	8.525	8.525	8.525	0
18-May-12	8.525	8.525	8.525	8.525	0.28
17-May-12	8.501	8.501	8.501	8.501	-0.22
16-May-12	8.52	8.52	8.52	8.52	0.2
15-May-12	8.503	8.503	8.503	8.503	-0.25
14-May-12	8.524	8.524	8.524	8.524	-0.53
12-May-12	8.569	8.569	8.569	8.569	0
11-May-12	8.569	8.569	8.569	8.569	0.05
10-May-12	8.565	8.565	8.565	8.565	0
9-May-12	8.565	8.565	8.565	8.565	0.27
8-May-12	8.542	8.542	8.542	8.542	-1.77
7-May-12	8.696	8.696	8.696	8.696	0.52
6-May-12	8.651	8.651	8.651	8.651	0
5-May-12	8.651	8.651	8.651	8.651	0
4-May-12	8.651	8.651	8.651	8.651	0.32
3-May-12	8.623	8.623	8.623	8.623	-0.17
2-May-12	8.638	8.638	8.638	8.638	-0.43
1-May-12	8.675	8.675	8.675	8.675	0
30-Apr-12	8.675	8.675	8.675	8.675	0.27
28-Apr-12	8.652	8.652	8.652	8.652	0
27-Apr-12	8.652	8.652	8.652	8.652	-0.03
26-Apr-12	8.655	8.655	8.655	8.655	0.31
25-Apr-12	8.628	8.628	8.628	8.628	0.63
24-Apr-12	8.574	8.574	8.574	8.574	-0.06
23-Apr-12	8.579	8.579	8.579	8.579	0.36
21-Apr-12	8.548	8.548	8.548	8.548	0
20-Apr-12	8.548	8.548	8.548	8.548	1.6
19-Apr-12	8.413	8.413	8.413	8.413	0.63
18-Apr-12	8.36	8.36	8.36	8.36	0.22
17-Apr-12	8.342	8.342	8.342	8.342	-1.34
16-Apr-12	8.455	8.455	8.455	8.455	-0.19
14-Apr-12	8.471	8.471	8.471	8.471	0
13-Apr-12	8.471	8.471	8.471	8.471	0.38
12-Apr-12	8.439	8.439	8.439	8.439	-1.24
11-Apr-12	8.545	8.545	8.545	8.545	-0.54
10-Apr-12	8.591	8.591	8.591	8.591	-0.41
9-Apr-12	8.626	8.626	8.626	8.626	-0.77
8-Apr-12	8.693	8.693	8.693	8.693	0
5-Apr-12	8.693	8.693	8.693	8.693	0
4-Apr-12	8.693	8.693	8.693	8.693	-0.53
3-Apr-12	8.739	8.739	8.739	8.739	1.76
31-Mar-12	8.588	8.588	8.588	8.588	0
30-Mar-12	8.588	8.588	8.588	8.588	-0.21
29-Mar-12	8.606	8.606	8.606	8.606	-0.19
28-Mar-12	8.622	8.622	8.622	8.622	1.38
27-Mar-12	8.505	8.505	8.505	8.505	0.38
26-Mar-12	8.473	8.473	8.473	8.473	1.06
23-Mar-12	8.384	8.384	8.384	8.384	0
22-Mar-12	8.384	8.384	8.384	8.384	-0.14
21-Mar-12	8.396	8.396	8.396	8.396	-0.2
20-Mar-12	8.413	8.413	8.413	8.413	-0.05
19-Mar-12	8.417	8.417	8.417	8.417	-0.13
17-Mar-12	8.428	8.428	8.428	8.428	0
16-Mar-12	8.428	8.428	8.428	8.428	0.81
15-Mar-12	8.36	8.36	8.36	8.36	0.95
14-Mar-12	8.281	8.281	8.281	8.281	-0.52
13-Mar-12	8.324	8.324	8.324	8.324	0.34
12-Mar-12	8.296	8.296	8.296	8.296	0.13
10-Mar-12	8.285	8.285	8.285	8.285	0
9-Mar-12	8.285	8.285	8.285	8.285	0.52
8-Mar-12	8.242	8.242	8.242	8.242	0
7-Mar-12	8.242	8.242	8.242	8.242	0.06
6-Mar-12	8.237	8.237	8.237	8.237	0.11
5-Mar-12	8.228	8.228	8.228	8.228	0.04
3-Mar-12	8.225	8.225	8.225	8.225	0
2-Mar-12	8.225	8.225	8.225	8.225	-0.19
1-Mar-12	8.241	8.241	8.241	8.241	0.46
29-Feb-12	8.203	8.203	8.203	8.203	-0.15
28-Feb-12	8.215	8.215	8.215	8.215	-0.18
27-Feb-12	8.23	8.23	8.23	8.23	0.04
25-Feb-12	8.227	8.227	8.227	8.227	0
24-Feb-12	8.227	8.227	8.227	8.227	0.34
23-Feb-12	8.199	8.199	8.199	8.199	-0.3
22-Feb-12	8.224	8.224	8.224	8.224	0.6
21-Feb-12	8.175	8.175	8.175	8.175	-0.16
19-Feb-12	8.188	8.188	8.188	8.188	0
18-Feb-12	8.188	8.188	8.188	8.188	0
17-Feb-12	8.188	8.188	8.188	8.188	-0.11
16-Feb-12	8.197	8.197	8.197	8.197	0
15-Feb-12	8.197	8.197	8.197	8.197	0.21
14-Feb-12	8.18	8.18	8.18	8.18	-0.35
13-Feb-12	8.209	8.209	8.209	8.209	0.09
11-Feb-12	8.202	8.202	8.202	8.202	0
10-Feb-12	8.202	8.202	8.202	8.202	-0.85
9-Feb-12	8.272	8.272	8.272	8.272	0.4
8-Feb-12	8.239	8.239	8.239	8.239	0.61
7-Feb-12	8.189	8.189	8.189	8.189	0.07
6-Feb-12	8.183	8.183	8.183	8.183	0.21
3-Feb-12	8.166	8.166	8.166	8.166	0.41
2-Feb-12	8.133	8.133	8.133	8.133	-0.12
1-Feb-12	8.143	8.143	8.143	8.143	-1.52
31-Jan-12	8.269	8.269	8.269	8.269	-0.22
30-Jan-12	8.287	8.287	8.287	8.287	-0.8
27-Jan-12	8.354	8.354	8.354	8.354	0.44
25-Jan-12	8.317	8.317	8.317	8.317	-0.57
24-Jan-12	8.365	8.365	8.365	8.365	2.32
23-Jan-12	8.175	8.175	8.175	8.175	-0.07
20-Jan-12	8.181	8.181	8.181	8.181	0.15
19-Jan-12	8.169	8.169	8.169	8.169	-0.26
18-Jan-12	8.19	8.19	8.19	8.19	-0.39
17-Jan-12	8.222	8.222	8.222	8.222	0
16-Jan-12	8.222	8.222	8.222	8.222	0.33
13-Jan-12	8.195	8.195	8.195	8.195	-0.68
12-Jan-12	8.251	8.251	8.251	8.251	0.18
11-Jan-12	8.236	8.236	8.236	8.236	0.09
10-Jan-12	8.229	8.229	8.229	8.229	0.3
9-Jan-12	8.204	8.204	8.204	8.204	-0.3
6-Jan-12	8.229	8.229	8.229	8.229	-1.19
5-Jan-12	8.328	8.328	8.328	8.328	-0.5
4-Jan-12	8.37	8.37	8.37	8.37	0.08
3-Jan-12	8.363	8.363	8.363	8.363	-0.29
2-Jan-12	8.387	8.387	8.387	8.387	-2.16
30-Dec-11	8.572	8.572	8.572	8.572	0.29
29-Dec-11	8.547	8.547	8.547	8.547	0.74
28-Dec-11	8.484	8.484	8.484	8.484	0.09
27-Dec-11	8.476	8.476	8.476	8.476	-0.16
26-Dec-11	8.49	8.49	8.49	8.49	1.46
23-Dec-11	8.368	8.368	8.368	8.368	0.42
22-Dec-11	8.333	8.333	8.333	8.333	-0.11
21-Dec-11	8.342	8.342	8.342	8.342	0.76
20-Dec-11	8.279	8.279	8.279	8.279	-0.61
19-Dec-11	8.33	8.33	8.33	8.33	-0.6
16-Dec-11	8.38	8.38	8.38	8.38	-1.34
15-Dec-11	8.494	8.494	8.494	8.494	0
14-Dec-11	8.494	8.494	8.494	8.494	0.99
13-Dec-11	8.411	8.411	8.411	8.411	-0.44
12-Dec-11	8.448	8.448	8.448	8.448	-1.02
9-Dec-11	8.535	8.535	8.535	8.535	0.16
8-Dec-11	8.521	8.521	8.521	8.521	-0.88
7-Dec-11	8.597	8.597	8.597	8.597	0.16
5-Dec-11	8.583	8.583	8.583	8.583	-0.74
2-Dec-11	8.647	8.647	8.647	8.647	-0.57
1-Dec-11	8.697	8.697	8.697	8.697	-0.47
30-Nov-11	8.738	8.738	8.738	8.738	-1.02
29-Nov-11	8.828	8.828	8.828	8.828	-0.02
28-Nov-11	8.83	8.83	8.83	8.83	0.16
25-Nov-11	8.816	8.816	8.816	8.816	0.24
24-Nov-11	8.795	8.795	8.795	8.795	-0.2
23-Nov-11	8.813	8.813	8.813	8.813	-0.37
22-Nov-11	8.846	8.846	8.846	8.846	0.02
21-Nov-11	8.844	8.844	8.844	8.844	-0.32
18-Nov-11	8.872	8.872	8.872	8.872	0.27
17-Nov-11	8.848	8.848	8.848	8.848	-1.5
16-Nov-11	8.983	8.983	8.983	8.983	-0.04
15-Nov-11	8.987	8.987	8.987	8.987	-0.7
14-Nov-11	9.05	9.05	9.05	9.05	-0.71
11-Nov-11	9.115	9.115	9.115	9.115	0.55
9-Nov-11	9.065	9.065	9.065	9.065	0.25
8-Nov-11	9.042	9.042	9.042	9.042	0.83
4-Nov-11	8.968	8.968	8.968	8.968	0.75
3-Nov-11	8.901	8.901	8.901	8.901	-0.03
2-Nov-11	8.904	8.904	8.904	8.904	-0.48
1-Nov-11	8.947	8.947	8.947	8.947	0.77
31-Oct-11	8.879	8.879	8.879	8.879	0.31
28-Oct-11	8.852	8.852	8.852	8.852	1.02
25-Oct-11	8.763	8.763	8.763	8.763	-0.61
24-Oct-11	8.817	8.817	8.817	8.817	-0.03
21-Oct-11	8.82	8.82	8.82	8.82	0.34
20-Oct-11	8.79	8.79	8.79	8.79	0.17
19-Oct-11	8.775	8.775	8.775	8.775	0.31
18-Oct-11	8.748	8.748	8.748	8.748	-0.1
17-Oct-11	8.757	8.757	8.757	8.757	-0.31
14-Oct-11	8.784	8.784	8.784	8.784	0.68
13-Oct-11	8.725	8.725	8.725	8.725	-0.15
12-Oct-11	8.738	8.738	8.738	8.738	0.32
11-Oct-11	8.71	8.71	8.71	8.71	-0.47
10-Oct-11	8.751	8.751	8.751	8.751	0.98
7-Oct-11	8.666	8.666	8.666	8.666	1.03
5-Oct-11	8.578	8.578	8.578	8.578	0.39
4-Oct-11	8.545	8.545	8.545	8.545	0.09
3-Oct-11	8.537	8.537	8.537	8.537	1.13
29-Sep-11	8.442	8.442	8.442	8.442	1.14
28-Sep-11	8.347	8.347	8.347	8.347	0.25
27-Sep-11	8.326	8.326	8.326	8.326	0.18
26-Sep-11	8.311	8.311	8.311	8.311	0.11
23-Sep-11	8.302	8.302	8.302	8.302	0.02
22-Sep-11	8.3	8.3	8.3	8.3	-0.34
21-Sep-11	8.328	8.328	8.328	8.328	-0.11
20-Sep-11	8.337	8.337	8.337	8.337	0.1
19-Sep-11	8.329	8.329	8.329	8.329	-0.39
16-Sep-11	8.362	8.362	8.362	8.362	0.4
15-Sep-11	8.329	8.329	8.329	8.329	-0.22
14-Sep-11	8.347	8.347	8.347	8.347	0.26
13-Sep-11	8.325	8.325	8.325	8.325	0.4
12-Sep-11	8.292	8.292	8.292	8.292	-0.26
9-Sep-11	8.314	8.314	8.314	8.314	0.22
8-Sep-11	8.296	8.296	8.296	8.296	-0.17
7-Sep-11	8.31	8.31	8.31	8.31	0.07
6-Sep-11	8.304	8.304	8.304	8.304	0.19
5-Sep-11	8.288	8.288	8.288	8.288	-0.73
2-Sep-11	8.349	8.349	8.349	8.349	0.36
30-Aug-11	8.319	8.319	8.319	8.319	-0.08
29-Aug-11	8.326	8.326	8.326	8.326	0.28
26-Aug-11	8.303	8.303	8.303	8.303	0.7
25-Aug-11	8.245	8.245	8.245	8.245	0.33
24-Aug-11	8.218	8.218	8.218	8.218	-0.57
23-Aug-11	8.265	8.265	8.265	8.265	-0.05
22-Aug-11	8.269	8.269	8.269	8.269	0.15
18-Aug-11	8.257	8.257	8.257	8.257	-0.78
17-Aug-11	8.322	8.322	8.322	8.322	0.39
16-Aug-11	8.29	8.29	8.29	8.29	-0.12
12-Aug-11	8.3	8.3	8.3	8.3	1.11
11-Aug-11	8.209	8.209	8.209	8.209	0.21
10-Aug-11	8.192	8.192	8.192	8.192	-0.43
9-Aug-11	8.227	8.227	8.227	8.227	-0.41
8-Aug-11	8.261	8.261	8.261	8.261	-0.66
5-Aug-11	8.316	8.316	8.316	8.316	-1.04
4-Aug-11	8.403	8.403	8.403	8.403	-0.24
3-Aug-11	8.423	8.423	8.423	8.423	-0.15
2-Aug-11	8.436	8.436	8.436	8.436	-0.3
1-Aug-11	8.461	8.461	8.461	8.461	0.08
29-Jul-11	8.454	8.454	8.454	8.454	-0.13
28-Jul-11	8.465	8.465	8.465	8.465	0.17
27-Jul-11	8.451	8.451	8.451	8.451	0.12
26-Jul-11	8.441	8.441	8.441	8.441	1.77
25-Jul-11	8.294	8.294	8.294	8.294	-0.24
22-Jul-11	8.314	8.314	8.314	8.314	0.48
21-Jul-11	8.274	8.274	8.274	8.274	-0.07
20-Jul-11	8.28	8.28	8.28	8.28	0.25
19-Jul-11	8.259	8.259	8.259	8.259	0.11
18-Jul-11	8.25	8.25	8.25	8.25	-0.34
15-Jul-11	8.278	8.278	8.278	8.278	0.38
14-Jul-11	8.247	8.247	8.247	8.247	-0.7
13-Jul-11	8.305	8.305	8.305	8.305	0.3
12-Jul-11	8.28	8.28	8.28	8.28	-0.49
11-Jul-11	8.321	8.321	8.321	8.321	-0.41
8-Jul-11	8.355	8.355	8.355	8.355	-0.05
7-Jul-11	8.359	8.359	8.359	8.359	0.31
6-Jul-11	8.333	8.333	8.333	8.333	-0.12
5-Jul-11	8.343	8.343	8.343	8.343	-0.17
4-Jul-11	8.357	8.357	8.357	8.357	0.04
1-Jul-11	8.354	8.354	8.354	8.354	0.34
30-Jun-11	8.326	8.326	8.326	8.326	0.08
29-Jun-11	8.319	8.319	8.319	8.319	0.37
28-Jun-11	8.288	8.288	8.288	8.288	0.31
27-Jun-11	8.262	8.262	8.262	8.262	0.18
24-Jun-11	8.247	8.247	8.247	8.247	-0.25
23-Jun-11	8.268	8.268	8.268	8.268	0.21
22-Jun-11	8.251	8.251	8.251	8.251	0.32
21-Jun-11	8.225	8.225	8.225	8.225	0.35
20-Jun-11	8.196	8.196	8.196	8.196	-0.95
17-Jun-11	8.275	8.275	8.275	8.275	-0.3
16-Jun-11	8.3	8.3	8.3	8.3	-1.16
15-Jun-11	8.397	8.397	8.397	8.397	0.74
14-Jun-11	8.335	8.335	8.335	8.335	1.08
13-Jun-11	8.246	8.246	8.246	8.246	0.13
10-Jun-11	8.235	8.235	8.235	8.235	-0.41
9-Jun-11	8.269	8.269	8.269	8.269	0.25
8-Jun-11	8.248	8.248	8.248	8.248	-0.43
7-Jun-11	8.284	8.284	8.284	8.284	0.28
6-Jun-11	8.261	8.261	8.261	8.261	-0.08
3-Jun-11	8.268	8.268	8.268	8.268	-0.13
2-Jun-11	8.279	8.279	8.279	8.279	-0.59
1-Jun-11	8.328	8.328	8.328	8.328	-0.99
31-May-11	8.411	8.411	8.411	8.411	-0.25
30-May-11	8.432	8.432	8.432	8.432	-0.3
27-May-11	8.457	8.457	8.457	8.457	0.71
26-May-11	8.397	8.397	8.397	8.397	0.27
25-May-11	8.374	8.374	8.374	8.374	0
24-May-11	8.374	8.374	8.374	8.374	0.36
23-May-11	8.344	8.344	8.344	8.344	-0.12
20-May-11	8.354	8.354	8.354	8.354	0.4
19-May-11	8.321	8.321	8.321	8.321	0.35
18-May-11	8.292	8.292	8.292	8.292	0.11
16-May-11	8.283	8.283	8.283	8.283	0.08
13-May-11	8.276	8.276	8.276	8.276	0.78
12-May-11	8.212	8.212	8.212	8.212	-0.96
11-May-11	8.292	8.292	8.292	8.292	0.1
10-May-11	8.284	8.284	8.284	8.284	0.27
9-May-11	8.262	8.262	8.262	8.262	0.97
6-May-11	8.183	8.183	8.183	8.183	-1.03
5-May-11	8.268	8.268	8.268	8.268	-0.31
4-May-11	8.294	8.294	8.294	8.294	0.78
3-May-11	8.23	8.23	8.23	8.23	1.12
2-May-11	8.139	8.139	8.139	8.139	0.05
29-Apr-11	8.135	8.135	8.135	8.135	0.3
28-Apr-11	8.111	8.111	8.111	8.111	0.25
27-Apr-11	8.091	8.091	8.091	8.091	0
26-Apr-11	8.091	8.091	8.091	8.091	-0.53
25-Apr-11	8.134	8.134	8.134	8.134	0.3
21-Apr-11	8.11	8.11	8.11	8.11	0.22
20-Apr-11	8.092	8.092	8.092	8.092	0.15
19-Apr-11	8.08	8.08	8.08	8.08	-0.02
18-Apr-11	8.082	8.082	8.082	8.082	0.22
15-Apr-11	8.064	8.064	8.064	8.064	0.5
13-Apr-11	8.024	8.024	8.024	8.024	0.06
11-Apr-11	8.019	8.019	8.019	8.019	0.68
8-Apr-11	7.965	7.965	7.965	7.965	-0.11
7-Apr-11	7.974	7.974	7.974	7.974	-0.2
6-Apr-11	7.99	7.99	7.99	7.99	0.16
5-Apr-11	7.977	7.977	7.977	7.977	-0.1
31-Mar-11	7.985	7.985	7.985	7.985	-0.39
30-Mar-11	8.016	8.016	8.016	8.016	0.17
29-Mar-11	8.002	8.002	8.002	8.002	0.25
28-Mar-11	7.982	7.982	7.982	7.982	-0.13
25-Mar-11	7.992	7.992	7.992	7.992	-0.26
24-Mar-11	8.013	8.013	8.013	8.013	0
23-Mar-11	8.013	8.013	8.013	8.013	-0.04
22-Mar-11	8.016	8.016	8.016	8.016	-0.01
21-Mar-11	8.017	8.017	8.017	8.017	0.15
18-Mar-11	8.005	8.005	8.005	8.005	0.2
17-Mar-11	7.989	7.989	7.989	7.989	0.3
16-Mar-11	7.965	7.965	7.965	7.965	0.03
15-Mar-11	7.963	7.963	7.963	7.963	0.01
14-Mar-11	7.962	7.962	7.962	7.962	-0.04
11-Mar-11	7.965	7.965	7.965	7.965	0.05
10-Mar-11	7.961	7.961	7.961	7.961	0
9-Mar-11	7.961	7.961	7.961	7.961	-0.04
8-Mar-11	7.964	7.964	7.964	7.964	-0.2
7-Mar-11	7.98	7.98	7.98	7.98	0.48
4-Mar-11	7.942	7.942	7.942	7.942	0.08
3-Mar-11	7.936	7.936	7.936	7.936	-0.73
1-Mar-11	7.994	7.994	7.994	7.994	0.03
28-Feb-11	7.992	7.992	7.992	7.992	-1.08
25-Feb-11	8.079	8.079	8.079	8.079	0.05
24-Feb-11	8.075	8.075	8.075	8.075	0.45
23-Feb-11	8.039	8.039	8.039	8.039	-0.3
22-Feb-11	8.063	8.063	8.063	8.063	-0.19
21-Feb-11	8.078	8.078	8.078	8.078	-0.26
18-Feb-11	8.099	8.099	8.099	8.099	0.2
17-Feb-11	8.083	8.083	8.083	8.083	-0.27
15-Feb-11	8.105	8.105	8.105	8.105	0.19
14-Feb-11	8.09	8.09	8.09	8.09	-0.46
11-Feb-11	8.127	8.127	8.127	8.127	-0.05
10-Feb-11	8.131	8.131	8.131	8.131	-0.43
9-Feb-11	8.166	8.166	8.166	8.166	-0.16
8-Feb-11	8.179	8.179	8.179	8.179	-0.34
7-Feb-11	8.207	8.207	8.207	8.207	0.13
4-Feb-11	8.196	8.196	8.196	8.196	0.42
3-Feb-11	8.162	8.162	8.162	8.162	0.15
2-Feb-11	8.15	8.15	8.15	8.15	-0.05
1-Feb-11	8.154	8.154	8.154	8.154	0.07
31-Jan-11	8.148	8.148	8.148	8.148	0.2
28-Jan-11	8.132	8.132	8.132	8.132	-0.2
27-Jan-11	8.148	8.148	8.148	8.148	-0.07
25-Jan-11	8.154	8.154	8.154	8.154	-0.38
24-Jan-11	8.185	8.185	8.185	8.185	0.17
21-Jan-11	8.171	8.171	8.171	8.171	0.5
20-Jan-11	8.13	8.13	8.13	8.13	-0.66
19-Jan-11	8.184	8.184	8.184	8.184	-0.12
18-Jan-11	8.194	8.194	8.194	8.194	-0.49
17-Jan-11	8.234	8.234	8.234	8.234	0.52
14-Jan-11	8.191	8.191	8.191	8.191	0.6
13-Jan-11	8.142	8.142	8.142	8.142	-0.44
12-Jan-11	8.178	8.178	8.178	8.178	-0.37
11-Jan-11	8.208	8.208	8.208	8.208	-0.22
10-Jan-11	8.226	8.226	8.226	8.226	0.33
7-Jan-11	8.199	8.199	8.199	8.199	0.9
6-Jan-11	8.126	8.126	8.126	8.126	0.72
5-Jan-11	8.068	8.068	8.068	8.068	0
4-Jan-11	8.068	8.068	8.068	8.068	1.36
3-Jan-11	7.96	7.96	7.96	7.96	0.59
31-Dec-10	7.913	7.913	7.913	7.913	-0.09
30-Dec-10	7.92	7.92	7.92	7.92	0.34
29-Dec-10	7.893	7.893	7.893	7.893	-0.13
28-Dec-10	7.903	7.903	7.903	7.903	-0.2
27-Dec-10	7.919	7.919	7.919	7.919	0.04
24-Dec-10	7.916	7.916	7.916	7.916	-0.21
23-Dec-10	7.933	7.933	7.933	7.933	-0.3
22-Dec-10	7.957	7.957	7.957	7.957	0.29
21-Dec-10	7.934	7.934	7.934	7.934	-0.41
20-Dec-10	7.967	7.967	7.967	7.967	0.1
16-Dec-10	7.959	7.959	7.959	7.959	-1.47
15-Dec-10	8.078	8.078	8.078	8.078	-0.26
14-Dec-10	8.099	8.099	8.099	8.099	-0.18
13-Dec-10	8.114	8.114	8.114	8.114	0.21
10-Dec-10	8.097	8.097	8.097	8.097	-0.34
9-Dec-10	8.125	8.125	8.125	8.125	0.14
8-Dec-10	8.114	8.114	8.114	8.114	0.21
7-Dec-10	8.097	8.097	8.097	8.097	-1.48
6-Dec-10	8.219	8.219	8.219	8.219	0.5
3-Dec-10	8.178	8.178	8.178	8.178	1.13
2-Dec-10	8.087	8.087	8.087	8.087	-0.33
1-Dec-10	8.114	8.114	8.114	8.114	0.6
30-Nov-10	8.066	8.066	8.066	8.066	0.62
29-Nov-10	8.016	8.016	8.016	8.016	0.6
26-Nov-10	7.968	7.968	7.968	7.968	-0.64
25-Nov-10	8.019	8.019	8.019	8.019	-0.17
24-Nov-10	8.033	8.033	8.033	8.033	0.46
23-Nov-10	7.996	7.996	7.996	7.996	-0.31
22-Nov-10	8.021	8.021	8.021	8.021	-0.11
19-Nov-10	8.03	8.03	8.03	8.03	0.06
18-Nov-10	8.025	8.025	8.025	8.025	-0.55
16-Nov-10	8.069	8.069	8.069	8.069	0.04
15-Nov-10	8.066	8.066	8.066	8.066	-0.28
12-Nov-10	8.089	8.089	8.089	8.089	-0.01
11-Nov-10	8.09	8.09	8.09	8.09	0.15
10-Nov-10	8.078	8.078	8.078	8.078	0.57
9-Nov-10	8.032	8.032	8.032	8.032	0.25
8-Nov-10	8.012	8.012	8.012	8.012	0.34
4-Nov-10	7.985	7.985	7.985	7.985	0.38
3-Nov-10	7.955	7.955	7.955	7.955	-0.23
2-Nov-10	7.973	7.973	7.973	7.973	-1.69
1-Nov-10	8.11	8.11	8.11	8.11	-0.14
29-Oct-10	8.121	8.121	8.121	8.121	-0.17
28-Oct-10	8.135	8.135	8.135	8.135	0.06
27-Oct-10	8.13	8.13	8.13	8.13	-0.57
26-Oct-10	8.177	8.177	8.177	8.177	0.37
25-Oct-10	8.147	8.147	8.147	8.147	0
22-Oct-10	8.147	8.147	8.147	8.147	0.09
21-Oct-10	8.14	8.14	8.14	8.14	-0.21
20-Oct-10	8.157	8.157	8.157	8.157	0.88
19-Oct-10	8.086	8.086	8.086	8.086	-0.11
18-Oct-10	8.095	8.095	8.095	8.095	0.31
15-Oct-10	8.07	8.07	8.07	8.07	0.56
14-Oct-10	8.025	8.025	8.025	8.025	0.04
13-Oct-10	8.022	8.022	8.022	8.022	0.01
12-Oct-10	8.021	8.021	8.021	8.021	0.26
11-Oct-10	8	8	8	8	0.11
8-Oct-10	7.991	7.991	7.991	7.991	0.55
7-Oct-10	7.947	7.947	7.947	7.947	0.21
6-Oct-10	7.93	7.93	7.93	7.93	-0.33
5-Oct-10	7.956	7.956	7.956	7.956	0.25
4-Oct-10	7.936	7.936	7.936	7.936	0.3
1-Oct-10	7.912	7.912	7.912	7.912	0.76
29-Sep-10	7.852	7.852	7.852	7.852	0.04
28-Sep-10	7.849	7.849	7.849	7.849	-0.19
27-Sep-10	7.864	7.864	7.864	7.864	-0.04
24-Sep-10	7.867	7.867	7.867	7.867	-0.73
23-Sep-10	7.925	7.925	7.925	7.925	-0.35
22-Sep-10	7.953	7.953	7.953	7.953	-0.19
21-Sep-10	7.968	7.968	7.968	7.968	-0.16
20-Sep-10	7.981	7.981	7.981	7.981	-0.05
17-Sep-10	7.985	7.985	7.985	7.985	0.15
16-Sep-10	7.973	7.973	7.973	7.973	0.31
15-Sep-10	7.948	7.948	7.948	7.948	0.05
14-Sep-10	7.944	7.944	7.944	7.944	-0.41
13-Sep-10	7.977	7.977	7.977	7.977	0.81
9-Sep-10	7.913	7.913	7.913	7.913	-0.29
8-Sep-10	7.936	7.936	7.936	7.936	-0.16
7-Sep-10	7.949	7.949	7.949	7.949	-0.51
6-Sep-10	7.99	7.99	7.99	7.99	0.25
3-Sep-10	7.97	7.97	7.97	7.97	-0.14
2-Sep-10	7.981	7.981	7.981	7.981	0.25
1-Sep-10	7.961	7.961	7.961	7.961	0.32
31-Aug-10	7.936	7.936	7.936	7.936	-0.71
30-Aug-10	7.993	7.993	7.993	7.993	0.21
27-Aug-10	7.976	7.976	7.976	7.976	-0.68
26-Aug-10	8.031	8.031	8.031	8.031	-0.45
25-Aug-10	8.067	8.067	8.067	8.067	0.69
24-Aug-10	8.012	8.012	8.012	8.012	-0.04
23-Aug-10	8.015	8.015	8.015	8.015	0.48
20-Aug-10	7.977	7.977	7.977	7.977	0.33
18-Aug-10	7.951	7.951	7.951	7.951	0.95
17-Aug-10	7.876	7.876	7.876	7.876	0.66
16-Aug-10	7.824	7.824	7.824	7.824	-0.04
13-Aug-10	7.827	7.827	7.827	7.827	-0.08
12-Aug-10	7.833	7.833	7.833	7.833	0.12
11-Aug-10	7.824	7.824	7.824	7.824	-0.2
10-Aug-10	7.84	7.84	7.84	7.84	0.29
9-Aug-10	7.817	7.817	7.817	7.817	-0.2
6-Aug-10	7.833	7.833	7.833	7.833	-0.84
5-Aug-10	7.899	7.899	7.899	7.899	0.79
4-Aug-10	7.837	7.837	7.837	7.837	0.18
3-Aug-10	7.823	7.823	7.823	7.823	-0.52
2-Aug-10	7.864	7.864	7.864	7.864	0.78
30-Jul-10	7.803	7.803	7.803	7.803	0.21
29-Jul-10	7.787	7.787	7.787	7.787	0.44
28-Jul-10	7.753	7.753	7.753	7.753	0.52
27-Jul-10	7.713	7.713	7.713	7.713	0.42
26-Jul-10	7.681	7.681	7.681	7.681	0
23-Jul-10	7.681	7.681	7.681	7.681	0.04
22-Jul-10	7.678	7.678	7.678	7.678	-0.05
21-Jul-10	7.682	7.682	7.682	7.682	0.42
20-Jul-10	7.65	7.65	7.65	7.65	0.39
19-Jul-10	7.62	7.62	7.62	7.62	-0.22
16-Jul-10	7.637	7.637	7.637	7.637	0.01
15-Jul-10	7.636	7.636	7.636	7.636	0.13
14-Jul-10	7.626	7.626	7.626	7.626	0.04
13-Jul-10	7.623	7.623	7.623	7.623	0.12
12-Jul-10	7.614	7.614	7.614	7.614	-0.52
